run_id,status,dur_p1_spa_to_ctrl_send_ms,delay_ctrl_spa_proc_ms,dur_p1_mtls_to_ctrl_ms,dur_p1_auth_req_reply_ms,dur_p1_save_creds_ms,delay_gw_setup_sync_ms,dur_p2_spa_to_gw_send_ms,delay_gw_spa_proc_ms,dur_p2_mtls_to_gw_ms,total_attempt_duration_ms,calc_total_setup_if_success_ms
44,SUCCESS,0.1526111736893654,10.0,7.325544953346252,487.55967803299427,0.3146277740597725,10.0,0.18048007041215897,10.0,8.522329851984978,536.3562852144241,534.0552718564868
45,SUCCESS,0.14634151011705399,10.0,6.059414707124233,602.3904802277684,0.30201394110918045,10.0,0.13527367264032364,10.0,8.429555222392082,648.103553801775,647.4630792811513
46,SUCCESS,0.13666506856679916,10.0,7.090202532708645,834.7485633566976,0.3266194835305214,10.0,0.164044089615345,10.0,7.882994599640369,881.0002217069268,880.3490891307592
47,SUCCESS,0.1353370025753975,10.0,6.85512088239193,567.6218243315816,0.41539594531059265,10.0,0.1421961933374405,10.0,11.47798728197813,617.440864443779,616.6478616371751
48,SUCCESS,0.12867432087659836,10.0,8.029665797948837,558.9304491877556,0.3473591059446335,10.0,0.17133448272943497,10.0,9.054502472281456,607.8684125095606,606.6619853675365
49,SUCCESS,0.14562811702489853,10.0,7.435932755470276,478.4811772406101,0.31485874205827713,10.0,0.17026346176862717,10.0,7.896397262811661,525.4131378605962,524.4442575797439
50,SUCCESS,0.15542097389698029,10.0,7.593516260385513,430.329711176455,0.39464980363845825,10.0,0.14615152031183243,10.0,8.387034758925438,477.6674881577492,477.00648449361324
51,SUCCESS,0.13107992708683014,10.0,8.45499336719513,866.8037336319685,0.2800785005092621,10.0,0.12310128659009933,10.0,8.517452515661716,914.9052863940597,914.3104392290115
52,SUCCESS,0.13201311230659485,10.0,5.875902250409126,706.8179231137037,0.31327176839113235,10.0,0.14630891382694244,10.0,8.878510445356369,752.8639975935221,752.1639296039939
53,SUCCESS,0.1348629593849182,10.0,6.697898730635643,606.4207209274173,0.3312593325972557,10.0,0.15444401651620865,10.0,9.82242077589035,654.207338578999,653.5616067424417
54,SUCCESS,0.1621907576918602,10.0,8.631683886051178,631.3949460163713,0.5906699225306511,10.0,0.12397300451993942,10.0,9.81233362108469,681.3249494880438,680.7157972082496
55,SUCCESS,0.14974083751440048,10.0,9.014631621539593,477.9316959902644,0.30299462378025055,10.0,0.14816690236330032,10.0,10.656057856976986,528.8922851905227,528.203287832439
56,SUCCESS,0.1490321010351181,10.0,9.02506336569786,428.7282144650817,0.3529908135533333,10.0,0.1771552488207817,10.0,8.421248756349087,477.9279548674822,476.8537047505379
57,SUCCESS,0.14309119433164597,10.0,8.997602388262749,488.974591717124,0.30559953302145004,10.0,0.1654522493481636,10.0,9.808936156332493,539.5251866430044,538.3952732384205
58,SUCCESS,0.16534607857465744,10.0,9.206191636621952,1205.3594281896949,0.2972455695271492,10.0,0.12660957872867584,10.0,8.69025383144617,1254.71621286124,1253.8450748845935
59,SUCCESS,0.13086479157209396,10.0,6.050237454473972,566.0725124180317,0.3158245235681534,10.0,0.15551596879959106,10.0,9.484019130468369,612.9385316744447,612.2089742869139
